pp,video,dial,t_begin_s,t_mid_s,t_end_s,duration_s
44,7,6,19.0868,19.233,19.3792,0.2924
44,7,3,19.4316,19.5739,19.7161,0.2845
44,7,3,19.7705,19.9137,20.0569,0.2863
44,7,5,20.1141,20.2568,20.3995,0.2854
44,7,1,20.4522,20.6018,20.7513,0.2991
44,7,6,20.8097,20.9477,21.0857,0.2759
44,7,6,21.1389,21.275,21.4112,0.2724
44,7,4,21.4763,21.618,21.7598,0.2835
44,7,4,21.8134,21.9629,22.1124,0.299
44,7,6,22.1732,22.3188,22.4643,0.2911
44,7,3,22.5214,22.6604,22.7993,0.2779
44,7,2,22.846,22.9992,23.1525,0.3065
44,7,1,23.204,23.3604,23.5168,0.3128
44,7,3,23.5716,23.7169,23.8623,0.2907
44,7,4,23.9141,24.0447,24.1752,0.2611
44,7,5,24.2238,24.3654,24.507,0.2833
44,7,6,24.555,24.7164,24.8779,0.3229
44,7,6,24.9319,25.0782,25.2245,0.2926
44,7,3,25.2874,25.4233,25.5592,0.2719
44,7,6,25.607,25.7608,25.9147,0.3077
44,7,3,25.9738,26.1122,26.2506,0.2768
44,7,1,26.3011,26.457,26.6129,0.3118
44,7,4,26.6676,26.81,26.9523,0.2847
44,7,1,27.0094,27.1574,27.3053,0.2959
44,7,3,27.3501,27.5162,27.6823,0.3322
44,7,2,27.7412,27.8728,28.0045,0.2633
44,7,1,28.0552,28.2071,28.359,0.3038
44,7,3,28.4124,28.5623,28.7122,0.2998
44,7,3,28.7659,28.8983,29.0307,0.2647
44,7,3,29.0891,29.2287,29.3683,0.2792
44,7,6,29.4253,29.569,29.7128,0.2874
44,7,6,29.7719,29.911,30.0502,0.2783
44,7,3,30.111,30.2457,30.3805,0.2695
44,7,4,30.4358,30.5847,30.7336,0.2978
44,7,4,30.7871,30.9267,31.0664,0.2793
44,7,1,31.1262,31.2755,31.4247,0.2986
44,7,2,31.477,31.6292,31.7815,0.3044
44,7,6,31.8382,31.9827,32.1273,0.2891
44,7,5,32.1762,32.3205,32.4648,0.2886
44,7,5,32.5231,32.6607,32.7983,0.2752
44,7,6,32.8557,33.0006,33.1455,0.2898
44,7,6,33.2027,33.3474,33.4921,0.2894
44,7,5,33.5549,33.6903,33.8256,0.2707
44,7,4,33.8866,34.0255,34.1644,0.2779
44,7,4,34.2221,34.3748,34.5274,0.3053
44,7,1,34.584,34.7494,34.9147,0.3306
44,7,1,34.9614,35.128,35.2945,0.3331
44,7,2,35.3527,35.4962,35.6398,0.2871
44,7,1,35.6943,35.8388,35.9834,0.2891
44,7,5,36.0385,36.1823,36.3261,0.2876
44,7,6,36.3751,36.5234,36.6718,0.2967
44,7,3,36.7278,36.8722,37.0166,0.2888
44,7,2,37.0733,37.2125,37.3518,0.2786
44,7,4,37.4062,37.5452,37.6841,0.2779
44,7,5,37.7308,37.8836,38.0364,0.3056
44,7,1,38.0912,38.2357,38.3801,0.2889
44,7,6,38.4386,38.5757,38.7129,0.2743
44,7,6,38.7631,38.9039,39.0446,0.2815
44,7,5,39.109,39.2575,39.4061,0.2971
44,7,2,39.4674,39.6133,39.7592,0.2918
44,7,5,39.8128,39.9586,40.1044,0.2915
44,7,6,40.1549,40.3086,40.4623,0.3074
44,7,6,40.5148,40.6622,40.8095,0.2948
44,7,6,40.8722,41.0108,41.1494,0.2772
44,7,2,41.2141,41.3579,41.5017,0.2876
44,7,2,41.5525,41.712,41.8715,0.3189
44,7,6,41.9282,42.0746,42.2211,0.293
44,7,3,42.2803,42.4218,42.5634,0.2831
44,7,5,42.6167,42.7706,42.9246,0.3079
44,7,6,42.9771,43.1316,43.286,0.3089
44,7,5,43.341,43.4905,43.64,0.299
44,7,3,43.6975,43.8424,43.9873,0.2897
44,7,3,44.036,44.1893,44.3426,0.3066
44,7,3,44.3995,44.5482,44.6969,0.2974
44,7,6,44.7558,44.9032,45.0507,0.2949
44,7,5,45.1066,45.2466,45.3865,0.28
44,7,2,45.4433,45.5833,45.7232,0.2799
44,7,2,45.7762,45.9239,46.0715,0.2953
44,7,3,46.1259,46.2761,46.4263,0.3004
44,7,3,46.483,46.624,46.7651,0.2821
44,7,3,46.8218,46.9669,47.1121,0.2903
44,7,2,47.1687,47.3133,47.4579,0.2892
44,7,1,47.5061,47.6679,47.8298,0.3236
44,7,3,47.8767,48.0501,48.2235,0.3467
44,7,1,48.2811,48.4062,48.5313,0.2501
44,7,2,48.5781,48.7401,48.9021,0.324
44,7,1,48.9624,49.1038,49.2451,0.2828
44,7,1,49.3004,49.4577,49.6151,0.3147
44,7,2,49.6698,49.8203,49.9708,0.3009
44,7,4,50.0261,50.166,50.306,0.2799
44,7,4,50.3553,50.5059,50.6564,0.3011
44,7,5,50.7162,50.8681,51.02,0.3038
44,7,6,51.0743,51.2279,51.3816,0.3073
44,7,2,51.4385,51.5835,51.7285,0.29
44,7,1,51.7841,51.9268,52.0695,0.2854
44,7,4,52.1261,52.2654,52.4047,0.2787
44,7,2,52.4618,52.598,52.7341,0.2724
44,7,6,52.7861,52.9305,53.0749,0.2887
44,7,6,53.1302,53.2704,53.4107,0.2805
44,7,4,53.4718,53.6038,53.7357,0.2639
44,7,4,53.7899,53.9475,54.105,0.3151
44,7,5,54.1672,54.318,54.4689,0.3018
44,7,3,54.5268,54.6736,54.8204,0.2936
44,7,2,54.8702,55.0177,55.1652,0.295
44,7,5,55.2163,55.3698,55.5233,0.307
44,7,1,55.5788,55.7282,55.8775,0.2986
44,7,3,55.9259,56.1005,56.2752,0.3493
44,7,3,56.3311,56.4559,56.5806,0.2495
44,7,6,56.6385,56.7775,56.9165,0.278
44,7,6,56.968,57.1096,57.2512,0.2832
44,7,3,57.3164,57.4518,57.5872,0.2708
44,7,3,57.6381,57.7807,57.9233,0.2852
44,7,3,57.9808,58.1235,58.2663,0.2855
44,7,1,58.3242,58.4649,58.6057,0.2815
44,7,2,58.654,58.8046,58.9551,0.3011
44,7,5,59.01,59.1523,59.2946,0.2846
44,7,2,59.3509,59.4949,59.6389,0.288
44,7,1,59.6928,59.8401,59.9875,0.2946
44,7,2,60.0407,60.191,60.3412,0.3005
44,7,4,60.3962,60.5353,60.6744,0.2781
44,7,6,60.7292,60.8687,61.0082,0.279
44,7,3,61.0687,61.2092,61.3497,0.281
44,7,3,61.3964,61.5514,61.7063,0.3099
44,7,3,61.7644,61.9063,62.0482,0.2838
44,7,3,62.1062,62.2512,62.3962,0.29
44,7,2,62.4542,62.5993,62.7444,0.2902
44,7,5,62.7975,62.9484,63.0992,0.3017
44,7,6,63.1528,63.2967,63.4406,0.2878
44,7,5,63.5014,63.638,63.7747,0.2733
44,7,3,63.8342,63.9849,64.1357,0.3015
44,7,3,64.1899,64.3252,64.4605,0.2706
44,7,6,64.5174,64.658,64.7986,0.2812
44,7,3,64.8476,64.9912,65.1349,0.2873
44,7,3,65.1876,65.3348,65.482,0.2943
44,7,2,65.539,65.6783,65.8177,0.2786
44,7,1,65.8719,66.0155,66.1592,0.2873
44,7,3,66.2154,66.3551,66.4948,0.2794
44,7,1,66.5489,66.6807,66.8125,0.2636
44,7,4,66.8559,67.0289,67.2019,0.346
44,7,1,67.262,67.4116,67.5612,0.2991
44,7,4,67.6151,67.7524,67.8897,0.2746
44,7,6,67.9436,68.0896,68.2356,0.292
44,7,3,68.296,68.4489,68.6017,0.3057
44,7,2,68.6526,68.8068,68.9609,0.3083
44,7,1,69.0163,69.1646,69.313,0.2967
44,7,4,69.366,69.5096,69.6533,0.2874
44,7,5,69.7113,69.8509,69.9905,0.2793
44,7,3,70.0466,70.1917,70.3368,0.2902
44,7,4,70.3879,70.5342,70.6805,0.2926
44,7,5,70.7307,70.8858,71.0409,0.3102
44,7,1,71.0951,71.2461,71.397,0.3019
44,7,4,71.4521,71.5947,71.7372,0.285
44,7,1,71.7888,71.9362,72.0836,0.2948
44,7,2,72.1391,72.2772,72.4152,0.2762
44,7,6,72.4675,72.6053,72.7431,0.2756
44,7,6,72.7945,72.9352,73.076,0.2814
44,7,3,73.1408,73.2823,73.4239,0.2831
44,7,3,73.4696,73.6244,73.7793,0.3097
44,7,3,73.8359,73.9786,74.1213,0.2853
44,7,5,74.1783,74.3222,74.4661,0.2878
44,7,3,74.5202,74.6661,74.812,0.2918
44,7,6,74.8641,75.0095,75.1549,0.2908
44,7,6,75.2115,75.351,75.4904,0.2789
44,7,6,75.5521,75.6876,75.8231,0.271
44,7,6,75.8851,76.0255,76.166,0.281
44,7,3,76.2276,76.3731,76.5187,0.291
44,7,2,76.5702,76.7396,76.909,0.3389
44,7,2,76.9543,77.125,77.2958,0.3415
44,7,3,77.3513,77.5064,77.6615,0.3102
44,7,6,77.7178,77.8619,78.0061,0.2884
44,7,6,78.0627,78.2041,78.3454,0.2827
44,7,5,78.4128,78.5573,78.7018,0.2891
44,7,2,78.7658,78.9122,79.0586,0.2928
44,7,1,79.1173,79.2603,79.4034,0.2861
44,7,4,79.4567,79.6174,79.7781,0.3215
44,7,1,79.8344,79.9918,80.1491,0.3147
44,7,6,80.2043,80.3449,80.4856,0.2813
44,7,6,80.5422,80.6827,80.8233,0.2811
44,7,4,80.8888,81.0302,81.1715,0.2828
44,7,6,81.2262,81.3716,81.517,0.2909
44,7,6,81.5662,81.7233,81.8804,0.3142
44,7,5,81.9384,82.0744,82.2104,0.272
44,7,1,82.2668,82.4104,82.554,0.2872
44,7,6,82.5983,82.7707,82.9431,0.3448
44,7,5,83.0023,83.1662,83.33,0.3277
44,7,1,83.3872,83.5304,83.6736,0.2863
44,7,6,83.7291,83.8735,84.018,0.2889
44,7,6,84.0625,84.2215,84.3805,0.318
44,7,6,84.4326,84.5747,84.7168,0.2842
44,7,6,84.7767,84.9094,85.0421,0.2654
44,7,3,85.1048,85.2429,85.381,0.2761
44,7,1,85.4306,85.5831,85.7356,0.305
44,7,2,85.7837,85.93,86.0762,0.2925
44,7,3,86.1264,86.2785,86.4306,0.3042
44,7,3,86.484,86.623,86.762,0.278
44,7,2,86.8199,86.9606,87.1013,0.2814
44,7,1,87.1534,87.3039,87.4544,0.3011
44,7,2,87.5113,87.6555,87.7998,0.2885
44,7,1,87.8543,87.9972,88.1402,0.2858
44,7,3,88.1906,88.3431,88.4956,0.305
44,7,4,88.5463,88.6812,88.8161,0.2698
44,7,1,88.8692,89.0072,89.1453,0.276
44,7,5,89.1987,89.3395,89.4803,0.2816
44,7,6,89.5319,89.6693,89.8066,0.2747
44,7,6,89.8625,90.0098,90.157,0.2945
45,7,3,2.052,2.1975,2.3429,0.2909
45,7,3,2.3905,2.5353,2.6802,0.2896
45,7,6,2.7371,2.882,3.0269,0.2898
45,7,3,3.0858,3.2267,3.3675,0.2816
45,7,3,3.4202,3.5776,3.7349,0.3147
45,7,4,3.7926,3.9382,4.0839,0.2913
45,7,1,4.1346,4.2818,4.429,0.2944
45,7,2,4.4836,4.6272,4.7708,0.2872
45,7,3,4.8231,4.9695,5.1159,0.2928
45,7,6,5.173,5.3128,5.4526,0.2796
45,7,3,5.5097,5.6517,5.7936,0.284
45,7,1,5.8496,5.9939,6.1382,0.2886
45,7,5,6.1926,6.331,6.4694,0.2768
45,7,2,6.5226,6.6638,6.8051,0.2825
45,7,3,6.8603,7.0039,7.1474,0.2871
45,7,2,7.2043,7.3454,7.4866,0.2822
45,7,1,7.5411,7.6865,7.832,0.2909
45,7,3,7.8879,8.0279,8.1678,0.2799
45,7,2,8.2251,8.3528,8.4804,0.2552
45,7,5,8.5323,8.6818,8.8313,0.2989
45,7,6,8.8842,9.0265,9.1688,0.2846
45,7,3,9.227,9.3706,9.5143,0.2872
45,7,2,9.5691,9.7198,9.8705,0.3014
45,7,6,9.9254,10.0751,10.2248,0.2993
45,7,6,10.271,10.4187,10.5663,0.2952
45,7,3,10.6263,10.7624,10.8986,0.2722
45,7,6,10.9533,11.0998,11.2462,0.2929
45,7,5,11.303,11.4435,11.584,0.281
45,7,3,11.6437,11.7914,11.9391,0.2954
45,7,1,11.9925,12.1377,12.2828,0.2902
45,7,6,12.3262,12.5064,12.6866,0.3604
45,7,3,12.7491,12.8877,13.0262,0.2771
45,7,2,13.0787,13.2267,13.3746,0.2959
45,7,6,13.4294,13.5788,13.7282,0.2988
45,7,5,13.7724,13.9204,14.0684,0.2959
45,7,4,14.1287,14.2681,14.4076,0.279
45,7,2,14.466,14.6138,14.7616,0.2956
45,7,1,14.8193,14.9689,15.1186,0.2993
45,7,1,15.1719,15.3391,15.5062,0.3343
45,7,5,15.5667,15.7048,15.843,0.2762
45,7,4,15.8958,16.0333,16.1708,0.275
45,7,1,16.2316,16.373,16.5145,0.283
45,7,1,16.5655,16.7144,16.8632,0.2977
45,7,3,16.922,17.0639,17.2058,0.2838
45,7,3,17.2582,17.388,17.5178,0.2596
45,7,2,17.5742,17.7161,17.858,0.2838
45,7,1,17.9103,18.0567,18.2032,0.2929
45,7,1,18.2513,18.4257,18.6,0.3487
45,7,1,18.6488,18.8137,18.9785,0.3297
45,7,5,19.0338,19.1746,19.3153,0.2815
45,7,6,19.3647,19.509,19.6532,0.2885
45,7,6,19.7081,19.8501,19.9921,0.2841
45,7,4,20.0562,20.1958,20.3354,0.2791
45,7,5,20.3937,20.5372,20.6807,0.2871
45,7,4,20.7319,20.8821,21.0324,0.3005
45,7,1,21.0907,21.2413,21.3919,0.3012
45,7,6,21.448,21.5911,21.7342,0.2862
45,7,3,21.7844,21.9257,22.0671,0.2827
45,7,3,22.1158,22.2671,22.4183,0.3025
45,7,3,22.4748,22.6179,22.7609,0.2861
45,7,6,22.8189,22.9585,23.098,0.2792
45,7,3,23.1546,23.2923,23.43,0.2754
45,7,3,23.4776,23.629,23.7805,0.3029
45,7,3,23.8388,23.9784,24.1181,0.2793
45,7,6,24.1748,24.3151,24.4555,0.2807
45,7,6,24.5019,24.6475,24.7931,0.2912
45,7,3,24.8523,24.99,25.1277,0.2755
45,7,3,25.1764,25.3251,25.4738,0.2974
45,7,6,25.5323,25.6766,25.8208,0.2885
45,7,5,25.8798,26.0188,26.1579,0.2781
45,7,4,26.217,26.3612,26.5054,0.2885
45,7,6,26.5648,26.7102,26.8556,0.2907
45,7,3,26.9132,27.0617,27.2101,0.2969
45,7,2,27.2609,27.4228,27.5847,0.3239
45,7,1,27.6342,27.7944,27.9546,0.3204
45,7,2,28.0109,28.1538,28.2967,0.2857
45,7,3,28.3519,28.4932,28.6345,0.2826
45,7,3,28.6896,28.8296,28.9695,0.2799
45,7,6,29.0278,29.1679,29.3079,0.2801
45,7,2,29.3663,29.5057,29.6451,0.2789
45,7,3,29.6972,29.8451,29.993,0.2958
45,7,6,30.0499,30.1913,30.3326,0.2826
45,7,6,30.3822,30.5292,30.6762,0.294
45,7,3,30.7375,30.8773,31.0172,0.2797
45,7,2,31.0703,31.2265,31.3827,0.3124
45,7,2,31.4306,31.5897,31.7487,0.3181
45,7,6,31.8045,31.9513,32.098,0.2935
45,7,6,32.1476,32.292,32.4364,0.2887
45,7,5,32.5011,32.643,32.7849,0.2837
45,7,1,32.8444,32.9884,33.1325,0.288
45,7,2,33.1846,33.3377,33.4907,0.3061
45,7,2,33.5422,33.684,33.8257,0.2835
45,7,3,33.8818,34.0248,34.1677,0.2859
45,7,6,34.2226,34.3613,34.5,0.2774
45,7,5,34.5592,34.6986,34.838,0.2788
45,7,3,34.8946,35.0428,35.191,0.2964
45,7,2,35.2429,35.3891,35.5352,0.2924
45,7,1,35.5877,35.7394,35.8912,0.3035
45,7,3,35.9464,36.0901,36.2338,0.2874
45,7,5,36.2865,36.4119,36.5373,0.2508
45,7,6,36.5879,36.737,36.8861,0.2982
45,7,6,36.9385,37.0871,37.2357,0.2972
45,7,4,37.303,37.4467,37.5905,0.2876
45,7,4,37.6445,37.7987,37.9529,0.3084
45,7,6,38.0136,38.1598,38.306,0.2924
45,7,5,38.3597,38.5092,38.6588,0.2991
45,7,6,38.7128,38.8549,38.997,0.2842
45,7,3,39.0529,39.2,39.347,0.2941
45,7,3,39.3941,39.5533,39.7126,0.3185
45,7,3,39.7701,39.9186,40.0671,0.297
45,7,2,40.1222,40.2696,40.4171,0.295
45,7,3,40.471,40.6261,40.7813,0.3103
45,7,3,40.8384,40.9822,41.1259,0.2876
45,7,5,41.1829,41.3275,41.4721,0.2892
45,7,5,41.5288,41.6755,41.8222,0.2934
45,7,3,41.8804,42.025,42.1696,0.2892
45,7,3,42.222,42.3728,42.5236,0.3016
45,7,6,42.5801,42.7265,42.873,0.293
45,7,5,42.9243,43.0691,43.2139,0.2896
45,7,2,43.2684,43.4118,43.5553,0.2868
45,7,4,43.6032,43.7618,43.9204,0.3172
45,7,3,43.9777,44.1241,44.2706,0.2929
45,7,3,44.3158,44.4731,44.6303,0.3146
45,7,3,44.6888,44.8355,44.9821,0.2933
45,7,6,45.0392,45.1852,45.3312,0.292
45,7,6,45.3875,45.5278,45.6682,0.2807
45,7,3,45.7326,45.8729,46.0133,0.2807
45,7,1,46.0658,46.2222,46.3786,0.3129
45,7,2,46.4309,46.578,46.7251,0.2942
45,7,3,46.7794,46.9208,47.0623,0.2829
45,7,6,47.1199,47.261,47.4021,0.2822
45,7,5,47.4608,47.6007,47.7407,0.2799
45,7,2,47.8004,47.9463,48.0922,0.2918
45,7,2,48.146,48.2982,48.4504,0.3044
45,7,1,48.5011,48.6577,48.8143,0.3132
45,7,4,48.8683,49.0243,49.1804,0.312
45,7,4,49.2385,49.3964,49.5543,0.3158
45,7,4,49.6089,49.77,49.9311,0.3222
45,7,1,49.9889,50.141,50.293,0.304
45,7,4,50.351,50.4926,50.6341,0.2832
45,7,6,50.6908,50.8366,50.9824,0.2916
45,7,2,51.0386,51.1863,51.334,0.2954
45,7,4,51.3889,51.5342,51.6796,0.2907
45,7,1,51.7341,51.8729,52.0116,0.2775
45,7,5,52.0657,52.2017,52.3377,0.2721
45,7,4,52.3888,52.5317,52.6747,0.2858
45,7,1,52.7341,52.8723,53.0105,0.2765
45,7,3,53.0639,53.2062,53.3485,0.2846
45,7,5,53.4069,53.5379,53.6688,0.2618
45,7,6,53.7236,53.8746,54.0257,0.3021
45,7,4,54.0847,54.227,54.3692,0.2845
45,7,1,54.425,54.5748,54.7245,0.2995
45,7,6,54.7772,54.9301,55.0831,0.3059
45,7,3,55.141,55.2756,55.4102,0.2692
45,7,3,55.4556,55.6086,55.7616,0.306
45,7,3,55.8191,55.9611,56.103,0.284
45,7,6,56.1619,56.2986,56.4352,0.2733
45,7,3,56.4927,56.6342,56.7757,0.283
45,7,3,56.8289,56.9713,57.1138,0.2849
45,7,6,57.1665,57.3131,57.4596,0.293
45,7,1,57.5169,57.6595,57.8021,0.2853
45,7,1,57.849,58.0398,58.2306,0.3816
45,7,2,58.2854,58.4391,58.5928,0.3074
45,7,2,58.6504,58.7866,58.9227,0.2723
45,7,1,58.9772,59.1225,59.2678,0.2906
45,7,1,59.3155,59.4846,59.6538,0.3383
45,7,5,59.7086,59.8574,60.0061,0.2974
45,7,5,60.0604,60.2011,60.3418,0.2814
45,7,3,60.3987,60.5432,60.6878,0.2891
45,7,3,60.7401,60.878,61.0159,0.2758
45,7,3,61.074,61.2104,61.3467,0.2727
45,7,2,61.4043,61.5453,61.6863,0.282
45,7,3,61.7382,61.8879,62.0377,0.2995
45,7,6,62.0936,62.2329,62.3721,0.2785
45,7,6,62.4323,62.5745,62.7166,0.2843
45,7,3,62.7821,62.9233,63.0646,0.2826
45,7,5,63.118,63.2607,63.4034,0.2854
45,7,6,63.454,63.6028,63.7516,0.2976
45,7,3,63.8134,63.9504,64.0874,0.274
45,7,1,64.1372,64.283,64.4289,0.2917
45,7,1,64.4751,64.6393,64.8035,0.3283
45,7,2,64.8543,64.9991,65.1439,0.2896
45,7,6,65.1914,65.3392,65.487,0.2956
45,7,5,65.5412,65.6812,65.8212,0.2799
45,7,6,65.8762,66.0136,66.151,0.2748
45,7,2,66.2035,66.3486,66.4937,0.2902
45,7,4,66.5456,66.6938,66.842,0.2964
45,7,1,66.8992,67.0451,67.191,0.2918
45,7,3,67.2406,67.3903,67.54,0.2995
45,7,6,67.5976,67.7278,67.858,0.2605
45,7,6,67.906,68.0525,68.199,0.2931
45,7,5,68.258,68.401,68.544,0.286
45,7,5,68.6013,68.7495,68.8978,0.2965
45,7,6,68.9514,69.1023,69.2532,0.3018
45,7,3,69.3086,69.4554,69.6023,0.2937
45,7,3,69.6484,69.8066,69.9647,0.3164
45,7,3,70.0227,70.1653,70.308,0.2854
45,7,1,70.3648,70.5114,70.658,0.2932
45,7,2,70.7018,70.8768,71.0517,0.3499
45,7,6,71.1062,71.2491,71.3921,0.2859
45,7,6,71.436,71.5901,71.7442,0.3082
45,7,5,71.7951,71.9404,72.0856,0.2905
45,7,6,72.1438,72.2869,72.43,0.2862
45,7,6,72.4808,72.6292,72.7776,0.2968
45,7,3,72.8432,72.9808,73.1184,0.2751
45,7,3,73.1656,73.318,73.4704,0.3049
45,7,2,73.5274,73.6685,73.8095,0.2822
45,7,3,73.8582,74.0087,74.1593,0.3011
45,7,3,74.2082,74.3518,74.4955,0.2874
45,7,3,74.5534,74.6934,74.8334,0.28
45,7,6,74.888,75.0349,75.1817,0.2937
45,7,3,75.2384,75.3782,75.518,0.2796
45,7,3,75.5716,75.7215,75.8714,0.2998
45,7,6,75.9295,76.0718,76.2142,0.2847
45,7,1,76.2708,76.4151,76.5594,0.2887
45,7,2,76.6038,76.7796,76.9554,0.3516
45,7,1,77.0058,77.1697,77.3337,0.3278
45,7,4,77.3882,77.5391,77.6899,0.3016
45,7,2,77.747,77.8915,78.0359,0.2888
45,7,1,78.0849,78.2441,78.4034,0.3185
45,7,3,78.4584,78.6112,78.764,0.3056
45,7,3,78.8159,78.9461,79.0763,0.2605
45,7,2,79.1347,79.2742,79.4137,0.279
45,7,2,79.4659,79.6163,79.7667,0.3009
45,7,5,79.8225,79.9777,80.1329,0.3104
45,7,3,80.182,80.339,80.4959,0.314
45,7,3,80.5498,80.6879,80.8259,0.276
45,7,2,80.8839,81.0224,81.1609,0.2771
45,7,1,81.2158,81.3623,81.5088,0.293
45,7,6,81.5595,81.7048,81.8501,0.2907
45,7,4,81.8993,82.048,82.1967,0.2974
45,7,1,82.2561,82.4051,82.5542,0.2981
45,7,2,82.5996,82.7667,82.9339,0.3344
45,7,1,82.9877,83.1496,83.3116,0.3239
45,7,1,83.3637,83.5255,83.6873,0.3236
45,7,6,83.7363,83.8801,84.0239,0.2876
45,7,2,84.0676,84.2269,84.3863,0.3187
45,7,6,84.4373,84.5911,84.7448,0.3075
45,7,3,84.7954,84.9358,85.0762,0.2808
45,7,2,85.1271,85.2785,85.43,0.3029
45,7,1,85.4833,85.6338,85.7843,0.301
45,7,1,85.8382,85.9806,86.123,0.2848
45,7,2,86.1807,86.3231,86.4654,0.2847
45,7,2,86.5179,86.6622,86.8065,0.2886
45,7,2,86.8601,87.0058,87.1516,0.2916
45,7,1,87.2056,87.3516,87.4977,0.2921
45,7,1,87.5547,87.6983,87.8419,0.2872
45,7,1,87.8999,88.0416,88.1833,0.2834
45,7,4,88.2386,88.3837,88.5288,0.2903
45,7,6,88.5882,88.7283,88.8683,0.28
45,7,6,88.9254,89.0686,89.2119,0.2866
45,7,3,89.2756,89.4177,89.5598,0.2842
45,7,6,89.6123,89.7636,89.9148,0.3025
45,7,3,89.975,90.1138,90.2527,0.2778
46,7,5,2.052,2.1975,2.3429,0.2909
46,7,6,2.3979,2.5376,2.6773,0.2794
46,7,3,2.7314,2.8802,3.0291,0.2978
46,7,3,3.0774,3.2351,3.3929,0.3156
46,7,3,3.4509,3.5964,3.7418,0.2909
46,7,2,3.799,3.9444,4.0897,0.2908
46,7,2,4.1433,4.2893,4.4352,0.2919
46,7,6,4.4899,4.6359,4.782,0.2921
46,7,5,4.84,4.9779,5.1158,0.2758
46,7,4,5.1737,5.3199,5.4661,0.2923
46,7,1,5.524,5.6812,5.8383,0.3143
46,7,4,5.8965,6.0375,6.1785,0.282
46,7,2,6.2357,6.3824,6.5291,0.2934
46,7,6,6.5882,6.7286,6.869,0.2807
46,7,2,6.9263,7.066,7.2056,0.2793
46,7,1,7.2575,7.4116,7.5657,0.3082
46,7,4,7.6214,7.762,7.9027,0.2813
46,7,1,7.9592,8.0965,8.2337,0.2744
46,7,3,8.286,8.4285,8.571,0.2851
46,7,6,8.6289,8.7567,8.8845,0.2556
46,7,5,8.9397,9.0846,9.2296,0.2899
46,7,3,9.2928,9.4404,9.588,0.2952
46,7,3,9.6421,9.7838,9.9255,0.2834
46,7,6,9.9813,10.1289,10.2764,0.2951
46,7,6,10.3265,10.4711,10.6157,0.2892
46,7,3,10.6763,10.813,10.9496,0.2733
46,7,6,11.0032,11.1517,11.3003,0.2972
46,7,3,11.3572,11.4973,11.6374,0.2802
46,7,3,11.6882,11.8421,11.9959,0.3078
46,7,5,12.0534,12.2005,12.3477,0.2943
46,7,5,12.4017,12.5572,12.7127,0.3111
46,7,5,12.772,12.9147,13.0574,0.2854
46,7,3,13.1158,13.2578,13.3999,0.2841
46,7,4,13.4547,13.5924,13.7301,0.2754
46,7,5,13.7784,13.9247,14.0709,0.2925
46,7,6,14.1247,14.2682,14.4117,0.2871
46,7,5,14.4721,14.6095,14.747,0.275
46,7,6,14.8041,14.9595,15.1149,0.3108
46,7,5,15.1778,15.3185,15.4592,0.2814
46,7,5,15.5184,15.6728,15.8272,0.3089
46,7,4,15.885,16.0291,16.1733,0.2883
46,7,3,16.2345,16.3763,16.5181,0.2836
46,7,1,16.5645,16.708,16.8515,0.287
46,7,5,16.8981,17.0469,17.1958,0.2977
46,7,6,17.2493,17.3888,17.5282,0.2789
46,7,3,17.5822,17.7265,17.8709,0.2887
46,7,6,17.9223,18.0723,18.2224,0.3001
46,7,2,18.2829,18.4207,18.5585,0.2757
46,7,2,18.6069,18.7617,18.9165,0.3096
46,7,6,18.9688,19.1249,19.281,0.3122
46,7,4,19.3299,19.4749,19.6199,0.29
46,7,4,19.6777,19.8189,19.9602,0.2825
46,7,3,20.0186,20.1668,20.315,0.2963
46,7,3,20.3722,20.5067,20.6412,0.269
46,7,2,20.6945,20.8415,20.9886,0.294
46,7,2,21.0441,21.1901,21.3361,0.292
46,7,3,21.3902,21.5367,21.6833,0.2931
46,7,3,21.7389,21.8752,22.0114,0.2725
46,7,1,22.0692,22.2072,22.3451,0.2759
46,7,6,22.3893,22.5311,22.6729,0.2836
46,7,2,22.7293,22.8659,23.0025,0.2732
46,7,3,23.0548,23.2022,23.3496,0.2948
46,7,1,23.4035,23.542,23.6806,0.2771
46,7,6,23.7293,23.8787,24.0281,0.2988
46,7,6,24.0793,24.2228,24.3664,0.2871
46,7,2,24.4183,24.5612,24.7042,0.2859
46,7,6,24.755,24.9062,25.0573,0.3023
46,7,6,25.1063,25.2491,25.3919,0.2856
46,7,5,25.4524,25.5913,25.7303,0.2779
46,7,1,25.7872,25.932,26.0769,0.2897
46,7,6,26.1251,26.2845,26.4439,0.3188
46,7,6,26.5029,26.646,26.7891,0.2861
46,7,6,26.8476,26.9808,27.1141,0.2665
46,7,1,27.173,27.3149,27.4568,0.2838
46,7,3,27.5033,27.6776,27.8519,0.3486
46,7,6,27.9106,28.041,28.1713,0.2606
46,7,6,28.2268,28.37,28.5133,0.2865
46,7,1,28.5785,28.7273,28.8761,0.2975
46,7,3,28.9306,29.0813,29.232,0.3013
46,7,6,29.2816,29.411,29.5404,0.2588
46,7,3,29.5987,29.7384,29.8782,0.2795
46,7,6,29.9289,30.081,30.2332,0.3043
46,7,2,30.2847,30.4287,30.5727,0.288
46,7,1,30.6226,30.7784,30.9341,0.3114
46,7,1,30.9824,31.146,31.3095,0.3271
46,7,6,31.3678,31.5161,31.6643,0.2964
46,7,5,31.7229,31.8612,31.9995,0.2766
